Unnamed: 0,taxon,Kingdom,Phylum,Class,Order,Family,Genus,accession
5058,Paenibacillus sp. SDF0028,Bacteria,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,
5059,Mucor fuscus,Eukaryota,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,
5060,Pseudomonas eucalypticola,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
5061,Pseudomonas eucalypticola,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
5062,Pseudomonas eucalypticola,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
5063,Pseudomonas eucalypticola,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
5064,Pseudomonas eucalypticola,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
5065,Pseudomonas eucalypticola,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
5066,Aspergillus calidoustus,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,
5067,Streptomyces sp. RPA4-5,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
5068,Streptomyces sp. RPA4-5,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
5069,Tropicimonas isoalkanivorans,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Tropicimonas,
5070,Jaminaea rosea,Eukaryota,Basidiomycota,Exobasidiomycetes,Microstromatales,,Jaminaea,
5071,Cellulomonas sp. WB94,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Cellulomonadaceae,Cellulomonas,
5072,Falsirhodobacter sp. alg1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Falsirhodobacter,
5073,Salinispora cortesiana,Bacteria,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Salinispora,
5074,Lachnoclostridium sp. UBA1308,Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Lachnoclostridium,
5075,Bifidobacterium sp. 7101,Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,
5076,uncultured Ignavibacteriota bacterium,Bacteria,Ignavibacteriota,,,,,
5077,Caproicibacter fermentans,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Caproicibacter,
5078,Acidithiobacillus ferrianus,Bacteria,Pseudomonadota,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,
5079,Quadrisphaera sp. INWT6,Bacteria,Actinomycetota,Actinomycetes,Kineosporiales,Kineosporiaceae,Quadrisphaera,
5080,Bifidobacterium jacchi,Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,
5081,Trichoderma sp. IMV 00454,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,
5082,Brevundimonas sp. G8,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,
5083,Mycobacterium neglectum,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,
5084,Brevundimonas subvibrioides,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,
5085,Phocaeicola faecicola,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,
5086,Streptomyces avidinii,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
5087,Streptomyces avidinii,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
5088,Domibacillus epiphyticus,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Domibacillus,
5089,Pedobacter alluvionis,Bacteria,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,
5090,Alcanivorax sp. S71-1-4,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,
5091,Arthrobacter sp. AQ5-05,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,
5092,Citrobacter freundii,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,
5093,Lysinibacillus sp. B2A1,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,
5094,Gluconacetobacter dulcium,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconacetobacter,
5095,Chryseobacterium sp. SC28,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,
5096,Rhodococcus sp. 14C212,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcus,
5097,Saccharopolyspora kobensis,Bacteria,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora,
5098,Bacteroidales bacterium WCE2008,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,,,
5099,Novosphingobium pokkalii,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,
5100,Dechloromonas hankyongensis,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Azonexaceae,Dechloromonas,
5101,Sulfurospirillum diekertiae,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Sulfurospirillaceae,Sulfurospirillum,
5102,Rhodoferax ferrireducens,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,
5103,Gulosibacter massiliensis,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Gulosibacter,
5104,Serratia sp. Leaf51,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,
5105,Pseudomonas sp. PDM24,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
5106,Pseudomonas sp. PDM24,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
5107,Pseudomonas sp. PDM24,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
5108,Pseudomonas sp. PDM24,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
5109,Pseudomonas sp. PDM24,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
5110,Pseudomonas sp. PDM24,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
5111,Ralstonia sp. GP73,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,
5112,Corynebacterium sp. HMSC04H06,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,
5113,Corynebacterium sp. NML140438,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,
5114,Candidatus Chloroploca mongolica,Bacteria,Chloroflexota,Chloroflexia,Chloroflexales,Oscillochloridaceae,Candidatus Chloroploca,
5115,Thalassococcus sp. S3,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Thalassococcus,
5116,Lacipirellula parvula,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Lacipirellulaceae,Lacipirellula,
5117,Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_62_58,Bacteria,Pseudomonadota,Betaproteobacteria,,,,
5118,Streptomyces pinistramenti,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
5119,Streptomyces pinistramenti,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
5120,Arthrobacter deserti,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,
5121,Microvirga solisilvae,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Microvirga,
5122,uncultured Pseudoflavonifractor sp.,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Pseudoflavonifractor,
5123,Streptomyces sp. FXJ1.172,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
5124,Streptomyces sp. FXJ1.172,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
5125,Sulfuricurvum sp. MLSB,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Sulfurimonadaceae,Sulfuricurvum,
5126,Pararoseomonas indoligenes,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Pararoseomonas,
5127,Talaromyces wortmannii,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,
5128,Hymenobacter lucidus,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,
5129,Halomonas glaciei,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,
5130,Lysobacter maris,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,
5131,Flammeovirgaceae bacterium UBA6059,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Flammeovirgaceae,,
5132,Pseudomonas sp. NIBRBAC000502773,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
5133,Pseudomonas sp. NIBRBAC000502773,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
5134,Pseudomonas sp. NIBRBAC000502773,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
5135,Pseudomonas sp. NIBRBAC000502773,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
5136,Pseudomonas sp. NIBRBAC000502773,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
5137,Pseudomonas sp. NIBRBAC000502773,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
5138,Alcaligenaceae bacterium CGII-47,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,,
5139,Synechococcales cyanobacterium S06,Bacteria,Cyanobacteriota,Cyanophyceae,Synechococcales,,,
5140,Suillus bovinus,Eukaryota,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,Suillus,
5141,Hymenobacter sp. UV11,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,
5142,Lachnospiraceae bacterium AD3010,Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,,
5143,Thermus sp. 2.9,Bacteria,Deinococcota,Deinococci,Thermales,Thermaceae,Thermus,
5144,Corynebacterium sp. HMSC29G08,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,
5145,Kangsaoukella pontilimi,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Kangsaoukella,
5146,Coriobacteriaceae bacterium,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,,
5147,Streptomyces sp. B1I3,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
5148,Streptomyces sp. B1I3,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
5149,Streptomyces koyangensis,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
5150,Streptomyces koyangensis,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
5151,Haplosporangium sp. Z 767,Eukaryota,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Haplosporangium,
5152,Halomonas alimentaria,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,
5153,Porphyromonas sp. oral taxon 275,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,
5154,Salinivibrio sharmensis,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Salinivibrio,
5155,Nesterenkonia sp. PF2B19,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Nesterenkonia,
5156,Dongia mobilis,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Dongiaceae,Dongia,
5157,Halolamina salifodinae,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halolamina,
5158,Chryseobacterium camelliae,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,
5159,Campylobacteraceae bacterium,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,,
5160,Mariniflexile fucanivorans,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Mariniflexile,
5161,uncultured Chloroflexota bacterium,Bacteria,Chloroflexota,,,,,
5162,Kribbella sindirgiensis,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Kribbellaceae,Kribbella,
5163,Streptomyces longispororuber,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
5164,Streptomyces longispororuber,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
5165,Dyella psychrodurans,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,
5166,Bacillus gaemokensis,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,
5167,Leptospira idonii,Bacteria,Spirochaetota,Spirochaetia,Leptospirales,Leptospiraceae,Leptospira,
5168,Ampullariella violaceochromogenes,Bacteria,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Actinoplanes,
5169,Melaminivora suipulveris,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Melaminivora,
5170,Xylaria castorea,Eukaryota,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,
5171,Syntrophomonas sp. DTU018,Bacteria,Bacillota,Clostridia,Eubacteriales,Syntrophomonadaceae,Syntrophomonas,
5172,Stenotrophomonas terrae,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,
5173,Amycolatopsis sp. BJA-103,Bacteria,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,
5174,Collinsella sp.,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,
5175,Streptomyces bacillaris,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
5176,Streptomyces bacillaris,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
5177,Agromyces luteolus,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Agromyces,
5178,Magnetococcales bacterium DC0425bin3,Bacteria,Pseudomonadota,Alphaproteobacteria,Magnetococcales,,,
5179,Proteobacteria bacterium CAG:495,Bacteria,Pseudomonadota,,,,,
5180,Chryseobacterium arachidis,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,
5181,Nocardioides sp. S5,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,
5182,Pseudomonas sp. NFACC45,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
5183,Pseudomonas sp. NFACC45,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
5184,Pseudomonas sp. NFACC45,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
5185,Pseudomonas sp. NFACC45,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
5186,Pseudomonas sp. NFACC45,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
5187,Pseudomonas sp. NFACC45,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
5188,Dysgonomonas massiliensis,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas,
5189,Demequina sp.,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Demequinaceae,Demequina,
5190,Microbacterium lushaniae,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,
5191,Glaciimonas soli,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Glaciimonas,
5192,Flavobacteriaceae bacterium CRH,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,
5193,Pseudothioclava arenosa,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Pseudothioclava,
5194,Microcoleus sp. bin48.metabat.b7b8b9.023,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Microcoleaceae,Microcoleus,
5195,Deinococcus sp.,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,
5196,Marinifilum flexuosum,Bacteria,Bacteroidota,Bacteroidia,Marinilabiliales,Marinifilaceae,Marinifilum,
5197,Arthrobacter sp. H-02-3,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,
5198,Oceanicola sp. S124,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Oceanicola,
5199,Mesorhizobium denitrificans,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,
5200,Paeniglutamicibacter sulfureus,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Paeniglutamicibacter,
5201,Streptomyces sp. NRRL S-384,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
5202,Streptomyces sp. NRRL S-384,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
5203,Chryseobacterium timonianum,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,
5204,Bifidobacterium thermophilum,Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,
5205,Novosphingobium endophyticum,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,
5206,Streptomyces huasconensis,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
5207,Streptomyces huasconensis,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
5208,Paraliomyxa miuraensis,Bacteria,Myxococcota,Myxococcia,Myxococcales,,Paraliomyxa,
5209,Litchfieldia alkalitelluris,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Litchfieldia,
5210,Actinoplanes siamensis,Bacteria,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Actinoplanes,
5211,Candidatus Cloacimonetes bacterium HGW-Cloacimonetes-2,Bacteria,Candidatus Cloacimonadota,,,,,
5212,Micrococcaceae bacterium UBA5788,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,,
5213,Thioalkalivibrio halophilus,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio,
5214,Streptomyces sp. XY533,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
5215,Streptomyces sp. XY533,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
5216,Streptomyces katrae,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
5217,Streptomyces katrae,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
5218,Actinomadura barringtoniae,Bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Thermomonosporaceae,Actinomadura,
5219,uncultured Prevotellaceae bacterium,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,,
5220,Alkalicoccobacillus porphyridii,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Alkalicoccobacillus,
5221,Pyxidicoccus xibeiensis,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Pyxidicoccus,
5222,Lysinibacillus telephonicus,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,
5223,Microbacterium saperdae,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,
5224,Ensifer oleiphilus,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Ensifer,
5225,Pseudogracilibacillus auburnensis,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Pseudogracilibacillus,
5226,Xylella fastidiosa,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xylella,
5227,Aspergillus welwitschiae,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,
5228,Sulfitobacter noctilucae,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,
5229,Rossellomorea vietnamensis,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Rossellomorea,
5230,Arthrobacter koreensis,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,
5231,Desulfovibrio sp. JC010,Bacteria,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,
5232,Chitinophagaceae bacterium IBVUCB1,Bacteria,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,,
5233,Oligoflexia bacterium,Bacteria,Bdellovibrionota,Oligoflexia,,,,
5234,Rubneribacter badeniensis,Bacteria,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Rubneribacter,
5235,Graphis scripta,Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Graphis,
5236,Boudabousia marimammalium,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Boudabousia,
5237,Thermopolyspora flexuosa,Bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Thermopolyspora,
5238,Hymenobacter telluris,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,
5239,Pseudogymnoascus sp. VKM F-4246,Eukaryota,Ascomycota,Leotiomycetes,,Pseudeurotiaceae,Pseudogymnoascus,
5240,Halomicroarcula rubra,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halomicroarcula,
5241,Holophagales bacterium,Bacteria,Acidobacteriota,Holophagae,Holophagales,,,
5242,Pseudomonas citri,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
5243,Pseudomonas citri,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
5244,Pseudomonas citri,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
5245,Pseudomonas citri,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
5246,Pseudomonas citri,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
5247,Pseudomonas citri,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
5248,Mesorhizobium atlanticum,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,
5249,Aquirufa nivalisilvae,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Cytophagaceae,Aquirufa,
5250,Trinickia mobilis,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Trinickia,
5251,Pelagibacterium montanilacus,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,Pelagibacterium,
5252,Brevibacterium ihuae,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Brevibacteriaceae,Brevibacterium,
5253,Paracoccus lichenicola,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Paracoccus,
5254,Flavobacteria bacterium RIFCSPLOWO2_12_FULL_35_11,Bacteria,Bacteroidota,Flavobacteriia,,,,
5255,Mesorhizobium sp. B2-6-2,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,
5256,Halomonas icarae,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,
5257,Myxococcus sp. CA056,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Myxococcus,
5258,Brevibacillus sp. WF146,Bacteria,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,
5259,Undibacterium aquatile,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Undibacterium,
5260,Pseudomassariella vexata,Eukaryota,Ascomycota,Sordariomycetes,Xylariales,Pseudomassariaceae,Pseudomassariella,
5261,Bifidobacterium callimiconis,Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,
5262,Nitrospirae bacterium MYbin3,Bacteria,Nitrospirota,,,,,
5263,Parabacteroides sp. ZJ-118,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,
5264,Bacteroidetes bacterium GWF2_40_14,Bacteria,Bacteroidota,,,,,
5265,Galactobacter caseinivorans,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Galactobacter,
5266,Gloeocapsa sp. PCC 73106,Bacteria,Cyanobacteriota,Cyanophyceae,Chroococcales,Chroococcaceae,Gloeocapsa,
5267,Streptococcus thermophilus,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,
5268,Rhodococcus sp. X156,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcus,
