ROW ID,GEM ID,Kingdom,Genus,Species.strain,Citation,Source,Filepath,Match criteria,Species of interest,Functional in COMETS?,taxonomy_id,lineage,db_name,cultivatedCrops,deciduousForest,dwarfScrub,emergentHerbaceousWetlands,evergreenForest,grasslandHerbaceous,mixedForest,pastureHay,sedgeHerbaceous,shrubScrub,woodyWetlands,source,pH_preference,temperature_preference,genome_link,GEM_ID,match_by
4703,iJN1462,NA,Pseudomonas,putida KT2440,Nogales et al. 2020,paper supplement,NA,Genus,Pseudomonas marginalis,No,298,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas marginalis,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,3.80261689,0.5,NA,iJN1462,Genus
4704,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Elusimicrobia bacterium HGW-Elusimicrobia-3,No,2013765,k__Bacteria;p__Elusimicrobiota;c__;o__;f__;g__;s__Elusimicrobia bacterium HGW-Elusimicrobia-3,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,2.389063717,28.03333333,NA,NA,No curated GEM at species or genus level
4705,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Kitasatospora sp. CB01950,No,1703930,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;g__Kitasatospora;s__Kitasatospora sp. CB01950,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,7.412612039,41.13333333,NA,NA,No curated GEM at species or genus level
4706,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Rhizobiales bacterium 32-66-11,No,1970549,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__;g__;s__Rhizobiales bacterium 32-66-11,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,4.342516575,13.33333333,NA,NA,No curated GEM at species or genus level
4707,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Nocardiopsis sp. JB363,No,1434837,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Nocardiopsaceae;g__Nocardiopsis;s__Nocardiopsis sp. JB363,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,8.324729407,41.13333333,NA,NA,No curated GEM at species or genus level
4708,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Dyella sedimenti,No,2919947,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Dyella;s__Dyella sedimenti,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,JGI GOLD,2.389063717,14.56666667,NA,NA,No curated GEM at species or genus level
4709,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Flaviflexus salsibiostraticola,No,1282737,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Flaviflexus;s__Flaviflexus salsibiostraticola,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,7.412612039,41.13333333,NA,NA,No curated GEM at species or genus level
4710,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Pseudoalteromonas sp. T1lg48,No,2077100,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Alteromonadales;f__Pseudoalteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas sp. T1lg48,soil_microbe_db,NA,1,0,0,0,0,1,NA,0,0,NA,GTDB,3.039862265,20.76666667,NA,NA,No curated GEM at species or genus level
4711,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Flavisolibacter nicotianae,No,2364882,k__Bacteria;p__Bacteroidota;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Flavisolibacter;s__Flavisolibacter nicotianae,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,5.793414272,41.13333333,NA,NA,No curated GEM at species or genus level
4712,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Klebsiella variicola,No,244366,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella variicola,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,2.389063717,39.26666667,NA,NA,No curated GEM at species or genus level
4713,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Paraglaciecola sp. T6c,No,3042615,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Paraglaciecola;s__Paraglaciecola sp. T6c,soil_microbe_db,NA,1,0,0,1,1,1,NA,0,1,1,GTDB,3.70896466,11,NA,NA,No curated GEM at species or genus level
4714,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Chenggangzhangella methanolivorans,No,1437009,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Methylocystaceae;g__Chenggangzhangella;s__Chenggangzhangella methanolivorans,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,JGI GOLD,8.612730643,25.8,NA,NA,No curated GEM at species or genus level
4715,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Myxococcus sp. CA051A,No,2741739,k__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Myxococcus;s__Myxococcus sp. CA051A,soil_microbe_db,1,1,1,1,1,1,NA,1,1,1,1,JGI GOLD,4.311624645,21.66666667,NA,NA,No curated GEM at species or genus level
4716,NA,Bacteria,Arthrobacter,aurescens TC1,Xu et al. 2019,NA,/projectnb2/talbot-lab-data/metabolic_models/curated_models/raphy/,Genus,Arthrobacter echini,No,1529066,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter;s__Arthrobacter echini,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,8.336336424,41.13333333,NA,NA,Genus
4717,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Cellvibrionales bacterium,No,2026722,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Cellvibrionales;f__;g__;s__Cellvibrionales bacterium,soil_microbe_db,1,1,1,0,1,1,1,1,1,1,1,GTDB,2.568167323,14.13333333,NA,NA,No curated GEM at species or genus level
4718,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Marinobacter sp. LQ44,No,1749259,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Marinobacteraceae;g__Marinobacter;s__Marinobacter sp. LQ44,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,4.2272237,22.96666667,NA,NA,No curated GEM at species or genus level
4719,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,bacterium YEK0313,No,1522316,k__Bacteria;p__;c__;o__;f__;g__;s__bacterium YEK0313,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,8.884133972,12.3,NA,NA,No curated GEM at species or genus level
4720,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Acidovorax sp. sic0104,No,2854784,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Acidovorax;s__Acidovorax sp. sic0104,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,5.82530204,0.5,NA,NA,No curated GEM at species or genus level
4721,iOR450,NA,Rhizobium,etli,Resendis-Antonio et al. 2011,NA,NA,Genus,Rhizobium sp. SEMIA4064,No,2127048,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__Rhizobium;s__Rhizobium sp. SEMIA4064,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,5.035319952,25.26666667,NA,iOR450,Genus
4722,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Erythrobacter neustonensis,No,1112,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Erythrobacter;s__Erythrobacter neustonensis,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,4.575391538,25.26666667,NA,NA,No curated GEM at species or genus level
4723,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Natrinema hispanicum,No,392421,k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Natrinema;s__Natrinema hispanicum,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,8.337882756,35.36666667,NA,NA,No curated GEM at species or genus level
4724,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Tsuneonella amylolytica,No,2338327,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Tsuneonella;s__Tsuneonella amylolytica,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,6.066274204,41.13333333,NA,NA,No curated GEM at species or genus level
4725,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Prevotella sp. P2-180,No,2024224,k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella sp. P2-180,soil_microbe_db,1,1,1,0,1,1,1,1,1,0,1,GTDB,2.874332744,12.7,NA,NA,No curated GEM at species or genus level
4726,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Deinococcus terrestris,No,2651870,k__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus terrestris,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,8.137895834,41.13333333,NA,NA,No curated GEM at species or genus level
4727,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Microbacterium sp. AG238,No,2183994,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium sp. AG238,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,8.337882756,41.13333333,NA,NA,No curated GEM at species or genus level
4728,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Chitinophagia bacterium,No,2448778,k__Bacteria;p__Bacteroidota;c__Chitinophagia;o__;f__;g__;s__Chitinophagia bacterium,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,2.975465604,0.5,NA,NA,No curated GEM at species or genus level
4729,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Leucobacter sp. wl10,No,2304677,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Microbacteriaceae;g__Leucobacter;s__Leucobacter sp. wl10,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,8.612730643,41.13333333,NA,NA,No curated GEM at species or genus level
4730,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Wilcoxina mikolae,No,43439,k__Eukaryota;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Wilcoxina;s__Wilcoxina mikolae,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,Mycocosm,4.616194448,7.8,NA,NA,No curated GEM at species or genus level
4731,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Lysobacter ciconiae,No,2781022,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter;s__Lysobacter ciconiae,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,2.389063717,26.5,NA,NA,No curated GEM at species or genus level
4732,salb,Bacteria,Streptomyces,albidoflavus (albus J1074),Sulheim et al. 2020,SysBio Chalmers Github,/projectnb/talbot-lab-data/metabolic_models/curated_models/salb/,Genus,Streptomyces sp. DSM 110735,No,2775031,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces sp. DSM 110735,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,7.03810902,41.13333333,NA,salb,Genus
4733,sco,Bacteria,Streptomyces,coelicolor A3(2),NA,SysBio Chalmers Github,/projectnb/talbot-lab-data/metabolic_models/curated_models/sco/,Genus,Streptomyces sp. DSM 110735,No,2775031,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces sp. DSM 110735,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,7.03810902,41.13333333,NA,sco,Genus
4734,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Novosphingobium meiothermophilum,No,2202251,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__Novosphingobium meiothermophilum,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,3.43687663,41.13333333,NA,NA,No curated GEM at species or genus level
4735,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Aliiroseovarius marinus,No,2500159,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__Aliiroseovarius;s__Aliiroseovarius marinus,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,2.734934563,40.06666667,NA,NA,No curated GEM at species or genus level
4736,iJN746,Bacteria,Pseudomonas,putida KT2440,NA,BiGG iJN746,/projectnb2/talbot-lab-data/zrwerbin/interactions/models/bigg/iJN746.xml,Genus,Pseudomonas yamanorum,No,515393,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas yamanorum,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,2.389063717,0.5,NA,iJN746,Genus
4737,riPB890,Bacteria,Pseudomonas,stutzeri A1501,Borer et al. 2019,IndiMeSH,/projectnb2/talbot-lab-data/zrwerbin/interactions/models/sbml/iPB890_rGEM_v3.xml,Genus,Pseudomonas yamanorum,No,515393,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas yamanorum,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,2.389063717,0.5,NA,riPB890,Genus
4738,riJN746,Bacteria,Pseudomonas,putida KT2440,Borer et al. 2019,IndiMeSH,/projectnb2/talbot-lab-data/zrwerbin/interactions/models/sbml/iJN746_rGEM_v3.xml,Genus,Pseudomonas yamanorum,No,515393,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas yamanorum,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,2.389063717,0.5,NA,riJN746,Genus
4739,1YdBTEX2,Bacteria,Pseudomonas,veronii 1YdBTEX2,Hadadi et al. 2020,"not in supp data.. This github has information on remi models and data, but can't find xml for 1YdBTEX2",NA,Genus,Pseudomonas yamanorum,No,515393,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas yamanorum,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,2.389063717,0.5,NA,1YdBTEX2,Genus
4740,ec_iJN1463,NA,Pseudomonas,putida KT2440,Bujdos et al. 2023,https://raw.githubusercontent.com/DalimilBujdos/GECKO/master/models/iJN1463/iJN1463.xml,/projectnb2/talbot-lab-data/metabolic_models/curated_models/iJN1463/,Genus,Pseudomonas yamanorum,No,515393,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas yamanorum,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,2.389063717,0.5,NA,ec_iJN1463,Genus
4741,iJN1462,NA,Pseudomonas,putida KT2440,Nogales et al. 2020,paper supplement,NA,Genus,Pseudomonas yamanorum,No,515393,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas yamanorum,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,2.389063717,0.5,NA,iJN1462,Genus
4742,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Curvibacter sp. CHRR-16,No,2835872,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Curvibacter;s__Curvibacter sp. CHRR-16,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,2.389063717,0.575,NA,NA,No curated GEM at species or genus level
4743,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Rufibacter latericius,No,2487040,k__Bacteria;p__Bacteroidota;c__Cytophagia;o__Cytophagales;f__Hymenobacteraceae;g__Rufibacter;s__Rufibacter latericius,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,8.337882756,41.13333333,NA,NA,No curated GEM at species or genus level
4744,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Haloferax litoreum,No,2666140,k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Haloferacaceae;g__Haloferax;s__Haloferax litoreum,soil_microbe_db,1,1,1,1,1,1,1,1,0,1,1,GTDB,2.389063717,15.16666667,NA,NA,No curated GEM at species or genus level
4745,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Microbacterium sp. UFMG61,No,2745935,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium sp. UFMG61,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,5.875391538,41.13333333,NA,NA,No curated GEM at species or genus level
4746,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Campylobacterales bacterium,No,2268180,k__Bacteria;p__Campylobacterota;c__Epsilonproteobacteria;o__Campylobacterales;f__;g__;s__Campylobacterales bacterium,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,2.389063717,14.13333333,NA,NA,No curated GEM at species or genus level
4747,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Alteromonadaceae bacterium XY-R5,No,1737567,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__;s__Alteromonadaceae bacterium XY-R5,soil_microbe_db,NA,1,1,0,1,1,1,1,1,1,1,GTDB,2.587942721,10.23333333,NA,NA,No curated GEM at species or genus level
4748,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Mycobacteroides chelonae,No,1774,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacteroides;s__Mycobacteroides chelonae,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,SMAG,8.337882756,41.13333333,NA,NA,No curated GEM at species or genus level
4749,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Flavobacterium orientale,No,1756020,k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium orientale,soil_microbe_db,NA,1,0,0,1,1,1,NA,0,1,1,GTDB,3.321376488,13.4,NA,NA,No curated GEM at species or genus level
4750,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Bosea lupini,No,1036779,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Boseaceae;g__Bosea;s__Bosea lupini,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,4.4635802,14.8,NA,NA,No curated GEM at species or genus level
4751,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Nocardioides albidus,No,1517589,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__Nocardioides albidus,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,8.612730643,41.13333333,NA,NA,No curated GEM at species or genus level
4752,iKF1028,NA,Burkholderia,cenocepacia,NA,https://bmcsystbiol.biomedcentral.com/articles/10.1186/1752-0509-5-83,NA,Genus,Burkholderia contaminans,No,488447,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia contaminans,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,JGI GOLD,5.896326364,26,NA,iKF1028,Genus
4753,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Pontibacter sp. SGAir0037,No,2571030,k__Bacteria;p__Bacteroidota;c__Cytophagia;o__Cytophagales;f__Hymenobacteraceae;g__Pontibacter;s__Pontibacter sp. SGAir0037,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,3.43687663,0.5,NA,NA,No curated GEM at species or genus level
4754,salb,Bacteria,Streptomyces,albidoflavus (albus J1074),Sulheim et al. 2020,SysBio Chalmers Github,/projectnb/talbot-lab-data/metabolic_models/curated_models/salb/,Genus,Streptomyces sp. TRM64462,No,2741726,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces sp. TRM64462,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,8.612730643,40.06666667,NA,salb,Genus
4755,sco,Bacteria,Streptomyces,coelicolor A3(2),NA,SysBio Chalmers Github,/projectnb/talbot-lab-data/metabolic_models/curated_models/sco/,Genus,Streptomyces sp. TRM64462,No,2741726,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces sp. TRM64462,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,8.612730643,40.06666667,NA,sco,Genus
4756,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Methylocaldum sp. 14B,No,1912213,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylocaldum;s__Methylocaldum sp. 14B,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GEM catalog,8.337882756,41.13333333,NA,NA,No curated GEM at species or genus level
4757,NA,Bacteria,Bacillus,pseudofirmus OF4,Xu et al. 2019,NA,NA,Genus,Bacillus sp. BHET2,No,2583818,k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus sp. BHET2,soil_microbe_db,NA,0,0,1,1,0,NA,NA,0,0,1,GTDB,2.389063717,11.175,NA,NA,Genus
4758,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Pseudidiomarina aquimaris,No,641841,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Alteromonadales;f__Idiomarinaceae;g__Pseudidiomarina;s__Pseudidiomarina aquimaris,soil_microbe_db,NA,1,1,0,1,1,1,1,1,1,1,GTDB,2.874332744,10.425,NA,NA,No curated GEM at species or genus level
4759,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Synechococcus sp. BIOS-E4-1,No,1400864,k__Bacteria;p__Cyanobacteriota;c__Cyanophyceae;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__Synechococcus sp. BIOS-E4-1,soil_microbe_db,1,1,1,0,1,1,1,1,0,0,1,GTDB,2.779539646,22.93333333,NA,NA,No curated GEM at species or genus level
4760,salb,Bacteria,Streptomyces,albidoflavus (albus J1074),Sulheim et al. 2020,SysBio Chalmers Github,/projectnb/talbot-lab-data/metabolic_models/curated_models/salb/,Genus,Streptomyces caniferus,No,285557,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces caniferus,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,8.612730643,41.13333333,NA,salb,Genus
4761,sco,Bacteria,Streptomyces,coelicolor A3(2),NA,SysBio Chalmers Github,/projectnb/talbot-lab-data/metabolic_models/curated_models/sco/,Genus,Streptomyces caniferus,No,285557,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces caniferus,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,8.612730643,41.13333333,NA,sco,Genus
4762,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Rhodoferax sp. U11-2br,No,2838878,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Rhodoferax;s__Rhodoferax sp. U11-2br,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,2.527238644,0.6,NA,NA,No curated GEM at species or genus level
4763,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Hymenobacter aquaticus,No,1867101,k__Bacteria;p__Bacteroidota;c__Cytophagia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter;s__Hymenobacter aquaticus,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,8.337882756,41.13333333,NA,NA,No curated GEM at species or genus level
4764,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,Desulfobulbaceae bacterium UBA2273,No,1961547,k__Bacteria;p__Thermodesulfobacteriota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__;s__Desulfobulbaceae bacterium UBA2273,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,2.389063717,0.575,NA,NA,No curated GEM at species or genus level
4765,NA,NA,NA,NA,NA,NA,NA,No curated GEM at species or genus level,bacterium 336/3,No,1664068,k__Bacteria;p__;c__;o__;f__;g__;s__bacterium 336/3,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,4.72,7.533333333,NA,NA,No curated GEM at species or genus level
4766,iJN746,Bacteria,Pseudomonas,putida KT2440,NA,BiGG iJN746,/projectnb2/talbot-lab-data/zrwerbin/interactions/models/bigg/iJN746.xml,Genus,Pseudomonas sp. MN1F,No,1366632,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas sp. MN1F,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,6.032670397,30.33333333,NA,iJN746,Genus
4767,riPB890,Bacteria,Pseudomonas,stutzeri A1501,Borer et al. 2019,IndiMeSH,/projectnb2/talbot-lab-data/zrwerbin/interactions/models/sbml/iPB890_rGEM_v3.xml,Genus,Pseudomonas sp. MN1F,No,1366632,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas sp. MN1F,soil_microbe_db,1,1,1,1,1,1,1,1,1,1,1,GTDB,6.032670397,30.33333333,NA,riPB890,Genus
