Row,Speciesofinterest,match_by,GEM_ID,Genomesource,Functional in COMETS
4840,Pseudomonas versuta,Genus,riPB890,GTDB,No
4841,Pseudomonas versuta,Genus,riJN746,GTDB,No
4842,Pseudomonas versuta,Genus,1YdBTEX2,GTDB,No
4843,Pseudomonas versuta,Genus,ec_iJN1463,GTDB,No
4844,Pseudomonas versuta,Genus,iJN1462,GTDB,No
4845,uncultured Selenomonadaceae bacterium,No curated GEM at species or genus level,NA,GTDB,No
4846,Gemmobacter aquaticus,No curated GEM at species or genus level,NA,GTDB,No
4847,alpha proteobacterium AAP38,No curated GEM at species or genus level,NA,GTDB,No
4848,Acinetobacter junii,No curated GEM at species or genus level,NA,JGI GOLD,No
4849,Bacteroidales bacterium WCE2004,No curated GEM at species or genus level,NA,GTDB,No
4850,Streptomyces sp. NRRL S-244,Genus,salb,GTDB,No
4851,Streptomyces sp. NRRL S-244,Genus,sco,GTDB,No
4852,Candidatus Janibacter merdipullorum,No curated GEM at species or genus level,NA,GTDB,No
4853,Lachnospiraceae bacterium,No curated GEM at species or genus level,NA,GTDB,No
4854,Streptomyces griseocarneus,Genus,salb,GTDB,No
4855,Streptomyces griseocarneus,Genus,sco,GTDB,No
4856,Trametes gibbosa,No curated GEM at species or genus level,NA,Mycocosm,No
4857,Rathayibacter agropyri,No curated GEM at species or genus level,NA,GTDB,No
4858,Mesorhizobium sp. B2-7-2,No curated GEM at species or genus level,NA,GTDB,No
4859,Lacimicrobium alkaliphilum,No curated GEM at species or genus level,NA,GTDB,No
4860,Marinomonas profundimaris,No curated GEM at species or genus level,NA,GTDB,No
4861,Elaphomyces granulatus,No curated GEM at species or genus level,NA,Mycocosm,No
4862,Agromyces kandeliae,No curated GEM at species or genus level,NA,GTDB,No
4863,Mycobacterium sp. ACS4054,No curated GEM at species or genus level,NA,GTDB,No
4864,Nocardioides sp. Soil774,No curated GEM at species or genus level,NA,GTDB,No
4865,Tardiphaga robiniae,No curated GEM at species or genus level,NA,GTDB,No
4866,Oceanobacillus jeddahense,No curated GEM at species or genus level,NA,GTDB,No
4867,Leptospira ainlahdjerensis,No curated GEM at species or genus level,NA,GTDB,No
4868,Erythrobacter insulae,No curated GEM at species or genus level,NA,GTDB,No
4869,Barrientosiimonas humi,No curated GEM at species or genus level,NA,GTDB,No
4870,Lihuaxuella thermophila,No curated GEM at species or genus level,NA,GTDB,No
4871,Marinobacter sp. LV10MA510-1,No curated GEM at species or genus level,NA,GTDB,No
4872,Rhizobium sp. LC145,Genus,iOR450,GTDB,No
4873,Arthrobacter sp. ZGTC131,Genus,NA,GTDB,No
4874,Hydrogenoanaerobacterium saccharovorans,No curated GEM at species or genus level,NA,GTDB,No
4875,Microbispora amethystogenes,No curated GEM at species or genus level,NA,GTDB,No
4876,Rhodovarius lipocyclicus,No curated GEM at species or genus level,NA,GTDB,No
4877,Aliiroseovarius sediminilitoris,No curated GEM at species or genus level,NA,GTDB,No
4878,Gemmata palustris,No curated GEM at species or genus level,NA,JGI GOLD,No
4879,Streptomyces sp. AC1-42W,Genus,salb,GTDB,No
4880,Streptomyces sp. AC1-42W,Genus,sco,GTDB,No
4881,Pedosphaera sp.,No curated GEM at species or genus level,NA,GTDB,No
4882,Pseudomonas sp. PDM16,Genus,iJN746,GTDB,No
4883,Pseudomonas sp. PDM16,Genus,riPB890,GTDB,No
4884,Pseudomonas sp. PDM16,Genus,riJN746,GTDB,No
4885,Pseudomonas sp. PDM16,Genus,1YdBTEX2,GTDB,No
4886,Pseudomonas sp. PDM16,Genus,ec_iJN1463,GTDB,No
4887,Pseudomonas sp. PDM16,Genus,iJN1462,GTDB,No
4888,Tatumella morbirosei,No curated GEM at species or genus level,NA,GTDB,No
4889,Williamsia marianensis,No curated GEM at species or genus level,NA,GTDB,No
4890,Mycolicibacter kumamotonensis,No curated GEM at species or genus level,NA,GTDB,No
4891,Parasphingopyxis marina,No curated GEM at species or genus level,NA,GTDB,No
4892,Advenella faeciporci,No curated GEM at species or genus level,NA,GTDB,No
4893,Pseudomonas sediminis,Genus,iJN746,GTDB,No
4894,Pseudomonas sediminis,Genus,riPB890,GTDB,No
4895,Pseudomonas sediminis,Genus,riJN746,GTDB,No
4896,Pseudomonas sediminis,Genus,1YdBTEX2,GTDB,No
4897,Pseudomonas sediminis,Genus,ec_iJN1463,GTDB,No
4898,Pseudomonas sediminis,Genus,iJN1462,GTDB,No
4899,Thiocapsa sp.,No curated GEM at species or genus level,NA,GTDB,No
4900,Luteimonas sp. MC1825,No curated GEM at species or genus level,NA,GTDB,No
4901,Tabrizicola sp.,No curated GEM at species or genus level,NA,GTDB,No
4902,Synechococcus sp. CCY 0621,No curated GEM at species or genus level,NA,GTDB,No
4903,Pseudarthrobacter oxydans,No curated GEM at species or genus level,NA,GTDB,No
4904,Rhizobium sp. CIAT894,Genus,iOR450,GTDB,No
4905,Piscinibacter caeni,No curated GEM at species or genus level,NA,GTDB,No
4906,Arthrobacter sp. MYb213,Genus,NA,GTDB,No
4907,Arthrobacter sp. ov118,Genus,NA,GTDB,No
4908,Serratia rubidaea,No curated GEM at species or genus level,NA,GTDB,No
4909,uncultured Chromatium sp.,No curated GEM at species or genus level,NA,GTDB,No
4910,Aspergillus alliaceus,Genus,iJL1454,Mycocosm,No
4911,Parvibaculum sedimenti,No curated GEM at species or genus level,NA,GTDB,No
4912,Dyella dinghuensis,No curated GEM at species or genus level,NA,GTDB,No
4913,Corynebacterium occultum,Genus,iCW773,GTDB,No
4914,Rhodobacterales bacterium,No curated GEM at species or genus level,NA,GTDB,No
4915,Pseudaestuariivita rosea,No curated GEM at species or genus level,NA,GTDB,No
4916,Bdellovibrio sp. 28-41-41,No curated GEM at species or genus level,NA,GTDB,No
4917,Pseudacidovorax intermedius,No curated GEM at species or genus level,NA,GTDB,No
4918,Streptomyces roseolilacinus,Genus,salb,GTDB,No
4919,Streptomyces roseolilacinus,Genus,sco,GTDB,No
4920,Flavobacterium cupreum,No curated GEM at species or genus level,NA,GTDB,No
4921,Flavobacterium restrictum,No curated GEM at species or genus level,NA,GTDB,No
4922,Mycolicibacterium gilvum,No curated GEM at species or genus level,NA,GTDB,No
4923,Microbacterium sp. Leaf151,No curated GEM at species or genus level,NA,GTDB,No
4924,Dysosmobacter sp. Marseille-Q4140,No curated GEM at species or genus level,NA,GTDB,No
4925,Rhodanobacter sp. FW104-R8,No curated GEM at species or genus level,NA,GTDB,No
4926,Linderina pennispora,No curated GEM at species or genus level,NA,Mycocosm,No
4927,Nonomuraea cavernae,No curated GEM at species or genus level,NA,GTDB,No
4928,Rhodobacteraceae bacterium KLH11,No curated GEM at species or genus level,NA,GTDB,No
4929,Glutamicibacter uratoxydans,No curated GEM at species or genus level,NA,GTDB,No
4930,uncultured Sphingomonas sp.,No curated GEM at species or genus level,NA,GTDB,No
4931,Sphingomonas abaci,No curated GEM at species or genus level,NA,GTDB,No
4932,Thioalkalivibrio sp. XN279,No curated GEM at species or genus level,NA,GTDB,No
4933,Bacillus sp. AFS073361,Genus,NA,GTDB,No
4934,Arthrobacter sp. D5-1,Genus,NA,GTDB,No
4935,Deinococcus sp. JMULE3,No curated GEM at species or genus level,NA,GTDB,No
4936,Larkinella terrae,No curated GEM at species or genus level,NA,GTDB,No
4937,Olsenella sp. An188,No curated GEM at species or genus level,NA,GTDB,No
4938,bacterium 1XD21-13,No curated GEM at species or genus level,NA,GTDB,No
4939,Pseudoprevotella muciniphila,No curated GEM at species or genus level,NA,GTDB,No
4940,Microbacterium sp. RURRCA19A,No curated GEM at species or genus level,NA,GTDB,No
4941,Halorubrum aethiopicum,No curated GEM at species or genus level,NA,GTDB,No
4942,Burkholderia sp. Bp9002,Genus,iKF1028,JGI GOLD,No
4943,Massilia yuzhufengensis,No curated GEM at species or genus level,NA,GTDB,No
4944,Paenibacillus harenae,No curated GEM at species or genus level,NA,JGI GOLD,No
4945,Lachnospiraceae bacterium AC2029,No curated GEM at species or genus level,NA,GTDB,No
4946,Diaphorobacter sp. HDW4B,No curated GEM at species or genus level,NA,GTDB,No
4947,Tepidamorphus gemmatus,No curated GEM at species or genus level,NA,GTDB,No
4948,Luteimonas colneyensis,No curated GEM at species or genus level,NA,GTDB,No
4949,Amycolatopsis marina,No curated GEM at species or genus level,NA,GTDB,No
4950,Cellulomonas wangleii,No curated GEM at species or genus level,NA,GTDB,No
4951,Aquicoccus porphyridii,No curated GEM at species or genus level,NA,GTDB,No
4952,Acidithiobacillus sp. HP-2,No curated GEM at species or genus level,NA,GTDB,No
4953,Paraburkholderia ultramafica,No curated GEM at species or genus level,NA,GTDB,No
4954,Vibrio parahaemolyticus,No curated GEM at species or genus level,NA,GTDB,No
4955,Micromonospora aurantiaca,No curated GEM at species or genus level,NA,JGI GOLD,No
4956,Sphingobium sp. Cam5-1,No curated GEM at species or genus level,NA,GTDB,No
4957,Streptomyces sp. NRRL F-5135,Genus,salb,GTDB,No
4958,Streptomyces sp. NRRL F-5135,Genus,sco,GTDB,No
4959,Limnohabitans sp. Jir72,No curated GEM at species or genus level,NA,GTDB,No
4960,Mucilaginibacter hurinus,No curated GEM at species or genus level,NA,GTDB,No
4961,Candidatus Nitrotoga sp. CP45,No curated GEM at species or genus level,NA,GTDB,No
4962,Rhodovulum euryhalinum,No curated GEM at species or genus level,NA,GTDB,No
4963,Glycomyces dulcitolivorans,No curated GEM at species or genus level,NA,GTDB,No
4964,Gaetbulibacter sp. 4G1,No curated GEM at species or genus level,NA,GTDB,No
4965,Arthrobacter sp. SLBN-122,Genus,NA,GTDB,No
4966,Nostoc sp. UHCC 0702,No curated GEM at species or genus level,NA,GTDB,No
4967,Acetobacter syzygii,No curated GEM at species or genus level,NA,GTDB,No
4968,Luteolibacter luteus,No curated GEM at species or genus level,NA,GTDB,No
4969,Streptomyces murinus,Genus,salb,GTDB,No
4970,Streptomyces murinus,Genus,sco,GTDB,No
4971,Multifurca ochricompacta,No curated GEM at species or genus level,NA,Mycocosm,No
4972,Saccharopolyspora gloriosae,No curated GEM at species or genus level,NA,GTDB,No
4973,Niabella hibiscisoli,No curated GEM at species or genus level,NA,JGI GOLD,No
4974,Bacillus sp. KH172YL63,Genus,NA,GTDB,No
4975,Cohnella terricola,No curated GEM at species or genus level,NA,GTDB,No
4976,Streptomyces sp. F63,Genus,salb,GTDB,No
4977,Streptomyces sp. F63,Genus,sco,GTDB,No
4978,Candidatus Gracilibacteria bacterium,No curated GEM at species or genus level,NA,GTDB,No
4979,Phycicoccus sp. Soil748,No curated GEM at species or genus level,NA,GTDB,No
4980,Cryobacterium frigoriphilum,No curated GEM at species or genus level,NA,GTDB,No
4981,Chromatocurvus halotolerans,No curated GEM at species or genus level,NA,GTDB,No
4982,Enterococcus mundtii,No curated GEM at species or genus level,NA,GTDB,No
4983,Spirosoma sp. 48-14,No curated GEM at species or genus level,NA,GTDB,No
4984,Megasphaera sp. MJR8396C,No curated GEM at species or genus level,NA,GTDB,No
4985,Chitinilyticum piscinae,No curated GEM at species or genus level,NA,GTDB,No
4986,Rhizobiales bacterium SYSU XM002,No curated GEM at species or genus level,NA,GTDB,No
4987,Desulfobacteraceae bacterium Eth-SRB1,No curated GEM at species or genus level,NA,GTDB,No
4988,Candidatus Methanoperedenaceae archaeon,No curated GEM at species or genus level,NA,GTDB,No
4989,Oceaniglobus indicus,No curated GEM at species or genus level,NA,GTDB,No
4990,Chitinophaga sp. YR573,No curated GEM at species or genus level,NA,GTDB,No
4991,Fibrobacteria bacterium,No curated GEM at species or genus level,NA,SMAG,No
4992,Kluyvera sichuanensis,No curated GEM at species or genus level,NA,GTDB,No
4993,Halobellus captivus,No curated GEM at species or genus level,NA,GTDB,No
4994,Luteibacter jiangsuensis,No curated GEM at species or genus level,NA,GTDB,No
4995,Burkholderia pseudomultivorans,Genus,iKF1028,JGI GOLD,No
4996,Gammaproteobacteria bacterium HGW-Gammaproteobacteria-13,No curated GEM at species or genus level,NA,GTDB,No
4997,Rhodobiaceae bacterium,No curated GEM at species or genus level,NA,GTDB,No
4998,Leucothrix pacifica,No curated GEM at species or genus level,NA,GTDB,No
4999,Microbulbifer taiwanensis,No curated GEM at species or genus level,NA,GTDB,No
5000,Citreicella sp. C3M06,No curated GEM at species or genus level,NA,GTDB,No
5001,Pelagibacterium lacus,No curated GEM at species or genus level,NA,GTDB,No
5002,Actinomadura macrotermitis,No curated GEM at species or genus level,NA,GTDB,No
5003,Segnochrobactrum spirostomi,No curated GEM at species or genus level,NA,GTDB,No
5004,Paenibacillus albiflavus,No curated GEM at species or genus level,NA,GTDB,No
5005,Mycobacterium sp. 852013-50091_SCH5140682,No curated GEM at species or genus level,NA,GTDB,No
5006,Xenophilus sp. AP218F,No curated GEM at species or genus level,NA,GTDB,No
5007,Pontibacter actiniarum,No curated GEM at species or genus level,NA,GTDB,No
5008,Rhodoferax sp. OV413,No curated GEM at species or genus level,NA,GTDB,No
5009,Dechloromonas aromatica,No curated GEM at species or genus level,NA,GTDB,No
5010,Microbacterium marinum,No curated GEM at species or genus level,NA,GTDB,No
5011,Arthrobacter sp. CAU 1506,Genus,NA,GTDB,No
5012,Mixta tenebrionis,No curated GEM at species or genus level,NA,GTDB,No
5013,Rhodobacterales bacterium HKCCA1288,No curated GEM at species or genus level,NA,GTDB,No
5014,Mycobacterium sp. ENV421,No curated GEM at species or genus level,NA,GTDB,No
5015,Acidimicrobiia bacterium UBA2766,No curated GEM at species or genus level,NA,GTDB,No
5016,Nocardia yunnanensis,No curated GEM at species or genus level,NA,GTDB,No
5017,Bacillus smithii,Genus,NA,GTDB,No
5018,Limnohabitans sp. MMS-10A-178,No curated GEM at species or genus level,NA,GTDB,No
5019,Ideonella alba,No curated GEM at species or genus level,NA,GTDB,No
5020,Rhizobium sp.,Genus,iOR450,SMAG,No
5021,Paraburkholderia eburnea,No curated GEM at species or genus level,NA,GTDB,No
5022,Corynebacterium epidermidicanis,Genus,iCW773,GTDB,No
5023,Rubripirellula reticaptiva,No curated GEM at species or genus level,NA,GTDB,No
5024,Nitrosomonas nitrosa,Genus,NEU,GTDB,No
5025,Nitrosomonas nitrosa,Genus,NET,GTDB,No
5026,Nitrosomonas nitrosa,Genus,iFC578,GTDB,No
5027,Halomonas sp. 54_146,Genus,NA,GTDB,No
5028,Nakamurella flava,No curated GEM at species or genus level,NA,GTDB,No
5029,Roseivivax sediminis,No curated GEM at species or genus level,NA,GTDB,No
5030,Podospora setosa,No curated GEM at species or genus level,NA,Mycocosm,No
5031,Rectinema subterraneum,No curated GEM at species or genus level,NA,GTDB,No
5032,Stenotrophomonas sp. ASS1,No curated GEM at species or genus level,NA,GTDB,No
5033,Histoplasma mississippiense (nom. inval.),No curated GEM at species or genus level,NA,Mycocosm,No
5034,Lichtheimia hyalospora,No curated GEM at species or genus level,NA,Mycocosm,No
5035,Hydrogenophaga sp. Root209,No curated GEM at species or genus level,NA,GTDB,No
5036,Paenibacillus hunanensis,No curated GEM at species or genus level,NA,GTDB,No
5037,Roseivirga spongicola,No curated GEM at species or genus level,NA,GTDB,No
5038,Okeania sp. SIO3B5,No curated GEM at species or genus level,NA,GTDB,No
5039,Streptomyces abikoensis,Genus,salb,GTDB,No
5040,Streptomyces abikoensis,Genus,sco,GTDB,No
5041,Arthrobacter psychrochitiniphilus,Genus,NA,GTDB,No
5042,Candidatus Pantoea astica,No curated GEM at species or genus level,NA,GTDB,No
5043,Halomonas venusta,Genus,NA,GTDB,No
5044,Chitinophaga fulva,No curated GEM at species or genus level,NA,GTDB,No
5045,Streptomyces sp. Ncost-T10-10d,Genus,salb,GTDB,No
5046,Streptomyces sp. Ncost-T10-10d,Genus,sco,GTDB,No
5047,Bacteroides intestinalis,No curated GEM at species or genus level,NA,GTDB,No
5048,Allorhizocola rhizosphaerae,No curated GEM at species or genus level,NA,GTDB,No
5049,Burkholderia plantarii,Genus,iKF1028,GTDB,No
5050,Cupriavidus pampae,No curated GEM at species or genus level,NA,JGI GOLD,No
5051,Mesorhizobium sp. J18,No curated GEM at species or genus level,NA,GTDB,No
5052,Cryobacterium sp. Y82,No curated GEM at species or genus level,NA,GTDB,No
5053,Flavobacterium zhairuonense,No curated GEM at species or genus level,NA,GTDB,No
5054,Arthrobacter sp. TS-15,Genus,NA,GTDB,No
5055,Roseibium aestuarii,No curated GEM at species or genus level,NA,GTDB,No
5056,Paenibacillus sp. FSL A5-0031,No curated GEM at species or genus level,NA,GTDB,No
5057,Marinobacter psychrophilus,No curated GEM at species or genus level,NA,GTDB,No
5058,Paenibacillus sp. SDF0028,No curated GEM at species or genus level,NA,JGI GOLD,No
5059,Mucor fuscus,No curated GEM at species or genus level,NA,Mycocosm,No
5060,Pseudomonas eucalypticola,Genus,iJN746,GTDB,No
5061,Pseudomonas eucalypticola,Genus,riPB890,GTDB,No
5062,Pseudomonas eucalypticola,Genus,riJN746,GTDB,No
5063,Pseudomonas eucalypticola,Genus,1YdBTEX2,GTDB,No
5064,Pseudomonas eucalypticola,Genus,ec_iJN1463,GTDB,No
5065,Pseudomonas eucalypticola,Genus,iJN1462,GTDB,No
5066,Aspergillus calidoustus,Genus,iJL1454,Mycocosm,No
5067,Streptomyces sp. RPA4-5,Genus,salb,JGI GOLD,No
5068,Streptomyces sp. RPA4-5,Genus,sco,JGI GOLD,No
5069,Tropicimonas isoalkanivorans,No curated GEM at species or genus level,NA,GTDB,No
5070,Jaminaea rosea,No curated GEM at species or genus level,NA,Mycocosm,No
5071,Cellulomonas sp. WB94,No curated GEM at species or genus level,NA,GTDB,No
5072,Falsirhodobacter sp. alg1,No curated GEM at species or genus level,NA,GTDB,No
5073,Salinispora cortesiana,No curated GEM at species or genus level,NA,GTDB,No
5074,Lachnoclostridium sp. UBA1308,No curated GEM at species or genus level,NA,GTDB,No
5075,Bifidobacterium sp. 7101,No curated GEM at species or genus level,NA,GTDB,No
5076,uncultured Ignavibacteriota bacterium,No curated GEM at species or genus level,NA,GTDB,No
5077,Caproicibacter fermentans,No curated GEM at species or genus level,NA,GTDB,No
5078,Acidithiobacillus ferrianus,No curated GEM at species or genus level,NA,GTDB,No
5079,Quadrisphaera sp. INWT6,No curated GEM at species or genus level,NA,GTDB,No
5080,Bifidobacterium jacchi,No curated GEM at species or genus level,NA,GTDB,No
5081,Trichoderma sp. IMV 00454,Genus,Treesei,JGI GOLD,No
5082,Brevundimonas sp. G8,No curated GEM at species or genus level,NA,GTDB,No
5083,Mycobacterium neglectum,No curated GEM at species or genus level,NA,GTDB,No
5084,Brevundimonas subvibrioides,No curated GEM at species or genus level,NA,GTDB,No
5085,Phocaeicola faecicola,No curated GEM at species or genus level,NA,GTDB,No
5086,Streptomyces avidinii,Genus,salb,GTDB,No
5087,Streptomyces avidinii,Genus,sco,GTDB,No
5088,Domibacillus epiphyticus,No curated GEM at species or genus level,NA,GTDB,No
5089,Pedobacter alluvionis,No curated GEM at species or genus level,NA,GTDB,No
5090,Alcanivorax sp. S71-1-4,No curated GEM at species or genus level,NA,GTDB,No
5091,Arthrobacter sp. AQ5-05,Genus,NA,GTDB,No
5092,Citrobacter freundii,No curated GEM at species or genus level,NA,JGI GOLD,No
5093,Lysinibacillus sp. B2A1,No curated GEM at species or genus level,NA,GTDB,No
5094,Gluconacetobacter dulcium,No curated GEM at species or genus level,NA,GTDB,No
5095,Chryseobacterium sp. SC28,No curated GEM at species or genus level,NA,GTDB,No
5096,Rhodococcus sp. 14C212,Genus,iMT1174,JGI GOLD,No
5097,Saccharopolyspora kobensis,No curated GEM at species or genus level,NA,JGI GOLD,No
5098,Bacteroidales bacterium WCE2008,No curated GEM at species or genus level,NA,GTDB,No
5099,Novosphingobium pokkalii,No curated GEM at species or genus level,NA,GTDB,No
5100,Dechloromonas hankyongensis,No curated GEM at species or genus level,NA,JGI GOLD,No
5101,Sulfurospirillum diekertiae,No curated GEM at species or genus level,NA,GTDB,No
5102,Rhodoferax ferrireducens,No curated GEM at species or genus level,NA,GTDB,No
5103,Gulosibacter massiliensis,No curated GEM at species or genus level,NA,GTDB,No
5104,Serratia sp. Leaf51,No curated GEM at species or genus level,NA,GTDB,No
5105,Pseudomonas sp. PDM24,Genus,iJN746,JGI GOLD,No
5106,Pseudomonas sp. PDM24,Genus,riPB890,JGI GOLD,No
5107,Pseudomonas sp. PDM24,Genus,riJN746,JGI GOLD,No
5108,Pseudomonas sp. PDM24,Genus,1YdBTEX2,JGI GOLD,No
5109,Pseudomonas sp. PDM24,Genus,ec_iJN1463,JGI GOLD,No
5110,Pseudomonas sp. PDM24,Genus,iJN1462,JGI GOLD,No
5111,Ralstonia sp. GP73,Genus,RehMBEL1391,JGI GOLD,No
5112,Corynebacterium sp. HMSC04H06,Genus,iCW773,GTDB,No
5113,Corynebacterium sp. NML140438,Genus,iCW773,GTDB,No
5114,Candidatus Chloroploca mongolica,No curated GEM at species or genus level,NA,GTDB,No
5115,Thalassococcus sp. S3,No curated GEM at species or genus level,NA,GTDB,No
5116,Lacipirellula parvula,No curated GEM at species or genus level,NA,GTDB,No
5117,Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_62_58,No curated GEM at species or genus level,NA,GTDB,No
5118,Streptomyces pinistramenti,Genus,salb,JGI GOLD,No
5119,Streptomyces pinistramenti,Genus,sco,JGI GOLD,No
5120,Arthrobacter deserti,Genus,NA,JGI GOLD,No
5121,Microvirga solisilvae,No curated GEM at species or genus level,NA,JGI GOLD,No
5122,uncultured Pseudoflavonifractor sp.,No curated GEM at species or genus level,NA,GTDB,No
5123,Streptomyces sp. FXJ1.172,Genus,salb,JGI GOLD,No
5124,Streptomyces sp. FXJ1.172,Genus,sco,JGI GOLD,No
5125,Sulfuricurvum sp. MLSB,No curated GEM at species or genus level,NA,GTDB,No
5126,Pararoseomonas indoligenes,No curated GEM at species or genus level,NA,GTDB,No
5127,Talaromyces wortmannii,No curated GEM at species or genus level,NA,JGI GOLD,No
5128,Hymenobacter lucidus,No curated GEM at species or genus level,NA,JGI GOLD,No
5129,Halomonas glaciei,Genus,NA,GTDB,No
5130,Lysobacter maris,No curated GEM at species or genus level,NA,GTDB,No
5131,Flammeovirgaceae bacterium UBA6059,No curated GEM at species or genus level,NA,GTDB,No
5132,Pseudomonas sp. NIBRBAC000502773,Genus,iJN746,JGI GOLD,No
5133,Pseudomonas sp. NIBRBAC000502773,Genus,riPB890,JGI GOLD,No
5134,Pseudomonas sp. NIBRBAC000502773,Genus,riJN746,JGI GOLD,No
5135,Pseudomonas sp. NIBRBAC000502773,Genus,1YdBTEX2,JGI GOLD,No
5136,Pseudomonas sp. NIBRBAC000502773,Genus,ec_iJN1463,JGI GOLD,No
5137,Pseudomonas sp. NIBRBAC000502773,Genus,iJN1462,JGI GOLD,No
5138,Alcaligenaceae bacterium CGII-47,No curated GEM at species or genus level,NA,GTDB,No
5139,Synechococcales cyanobacterium S06,No curated GEM at species or genus level,NA,GTDB,No
5140,Suillus bovinus,No curated GEM at species or genus level,NA,Mycocosm,No
5141,Hymenobacter sp. UV11,No curated GEM at species or genus level,NA,GTDB,No
5142,Lachnospiraceae bacterium AD3010,No curated GEM at species or genus level,NA,GTDB,No
5143,Thermus sp. 2.9,No curated GEM at species or genus level,NA,GTDB,No
5144,Corynebacterium sp. HMSC29G08,Genus,iCW773,GTDB,No
5145,Kangsaoukella pontilimi,No curated GEM at species or genus level,NA,GTDB,No
5146,Coriobacteriaceae bacterium,No curated GEM at species or genus level,NA,GTDB,No
5147,Streptomyces sp. B1I3,Genus,salb,JGI GOLD,No
5148,Streptomyces sp. B1I3,Genus,sco,JGI GOLD,No
5149,Streptomyces koyangensis,Genus,salb,JGI GOLD,No
5150,Streptomyces koyangensis,Genus,sco,JGI GOLD,No
5151,Haplosporangium sp. Z 767,No curated GEM at species or genus level,NA,Mycocosm,No
5152,Halomonas alimentaria,Genus,NA,GTDB,No
5153,Porphyromonas sp. oral taxon 275,No curated GEM at species or genus level,NA,GTDB,No
5154,Salinivibrio sharmensis,No curated GEM at species or genus level,NA,GTDB,No
5155,Nesterenkonia sp. PF2B19,No curated GEM at species or genus level,NA,GTDB,No
5156,Dongia mobilis,No curated GEM at species or genus level,NA,GTDB,No
5157,Halolamina salifodinae,No curated GEM at species or genus level,NA,GTDB,No
5158,Chryseobacterium camelliae,No curated GEM at species or genus level,NA,GTDB,No
5159,Campylobacteraceae bacterium,No curated GEM at species or genus level,NA,GTDB,No
5160,Mariniflexile fucanivorans,No curated GEM at species or genus level,NA,GTDB,No
5161,uncultured Chloroflexota bacterium,No curated GEM at species or genus level,NA,GTDB,No
5162,Kribbella sindirgiensis,No curated GEM at species or genus level,NA,JGI GOLD,No
5163,Streptomyces longispororuber,Genus,salb,GTDB,No
5164,Streptomyces longispororuber,Genus,sco,GTDB,No
5165,Dyella psychrodurans,No curated GEM at species or genus level,NA,GTDB,No
5166,Bacillus gaemokensis,Genus,NA,GTDB,No
5167,Leptospira idonii,No curated GEM at species or genus level,NA,GTDB,No
5168,Ampullariella violaceochromogenes,No curated GEM at species or genus level,NA,JGI GOLD,No
5169,Melaminivora suipulveris,No curated GEM at species or genus level,NA,GTDB,No
5170,Xylaria castorea,No curated GEM at species or genus level,NA,Mycocosm,No
5171,Syntrophomonas sp. DTU018,No curated GEM at species or genus level,NA,GTDB,No
5172,Stenotrophomonas terrae,No curated GEM at species or genus level,NA,GTDB,No
5173,Amycolatopsis sp. BJA-103,No curated GEM at species or genus level,NA,GTDB,No
5174,Collinsella sp.,No curated GEM at species or genus level,NA,GTDB,No
5175,Streptomyces bacillaris,Genus,salb,GTDB,No
5176,Streptomyces bacillaris,Genus,sco,GTDB,No
5177,Agromyces luteolus,No curated GEM at species or genus level,NA,GTDB,No
5178,Magnetococcales bacterium DC0425bin3,No curated GEM at species or genus level,NA,GTDB,No
5179,Proteobacteria bacterium CAG:495,No curated GEM at species or genus level,NA,GTDB,No
5180,Chryseobacterium arachidis,No curated GEM at species or genus level,NA,GTDB,No
5181,Nocardioides sp. S5,No curated GEM at species or genus level,NA,GTDB,No
5182,Pseudomonas sp. NFACC45,Genus,iJN746,GTDB,No
5183,Pseudomonas sp. NFACC45,Genus,riPB890,GTDB,No
5184,Pseudomonas sp. NFACC45,Genus,riJN746,GTDB,No
5185,Pseudomonas sp. NFACC45,Genus,1YdBTEX2,GTDB,No
5186,Pseudomonas sp. NFACC45,Genus,ec_iJN1463,GTDB,No
5187,Pseudomonas sp. NFACC45,Genus,iJN1462,GTDB,No
5188,Dysgonomonas massiliensis,No curated GEM at species or genus level,NA,GTDB,No
5189,Demequina sp.,No curated GEM at species or genus level,NA,GTDB,No
5190,Microbacterium lushaniae,No curated GEM at species or genus level,NA,GTDB,No
5191,Glaciimonas soli,No curated GEM at species or genus level,NA,GTDB,No
5192,Flavobacteriaceae bacterium CRH,No curated GEM at species or genus level,NA,GTDB,No
5193,Pseudothioclava arenosa,No curated GEM at species or genus level,NA,GTDB,No
5194,Microcoleus sp. bin48.metabat.b7b8b9.023,No curated GEM at species or genus level,NA,GTDB,No
5195,Deinococcus sp.,No curated GEM at species or genus level,NA,GTDB,No
5196,Marinifilum flexuosum,No curated GEM at species or genus level,NA,GTDB,No
5197,Arthrobacter sp. H-02-3,Genus,NA,GTDB,No
5198,Oceanicola sp. S124,No curated GEM at species or genus level,NA,GTDB,No
5199,Mesorhizobium denitrificans,No curated GEM at species or genus level,NA,GTDB,No
5200,Paeniglutamicibacter sulfureus,No curated GEM at species or genus level,NA,JGI GOLD,No
5201,Streptomyces sp. NRRL S-384,Genus,salb,JGI GOLD,No
5202,Streptomyces sp. NRRL S-384,Genus,sco,JGI GOLD,No
5203,Chryseobacterium timonianum,No curated GEM at species or genus level,NA,GTDB,No
5204,Bifidobacterium thermophilum,No curated GEM at species or genus level,NA,GTDB,No
